,MovieID,Rating,Title,Genres
773,929,3.78494623655914,Foreign Correspondent (1940),Thriller
1922,2302,3.7845303867403315,My Cousin Vinny (1992),Comedy
894,1067,3.782608695652174,A Damsel in Distress (1937),Comedy|Musical|Romance
2508,2943,3.78125,Indochine (1992),Drama|Romance
3376,3952,3.7809278350515463,The Contender (2000),Drama|Thriller
2655,3105,3.7808823529411764,Awakenings (1990),Drama
3102,3655,3.78,Blow-Out (La Grande Bouffe) (1973),Drama
937,1125,3.779220779220779,The Return of the Pink Panther (1974),Comedy
907,1085,3.7786259541984735,The Old Man and the Sea (1958),Adventure|Drama
1324,1594,3.778501628664495,In the Company of Men (1997),Drama
1360,1639,3.7784679089026914,Chasing Amy (1997),Drama|Romance
2165,2562,3.7777777777777777,Bandits (1997),Drama
2170,2569,3.7777777777777777,Among Giants (1998),Drama|Romance
1802,2156,3.7777777777777777,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
662,771,3.7777777777777777,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
652,755,3.7777777777777777,Kim (1950),Children's|Drama
2511,2946,3.7731958762886597,Help! (1965),Comedy|Musical
1519,1860,3.772727272727273,Character (Karakter) (1997),Drama
2716,3175,3.771412037037037,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
2711,3168,3.7711340206185566,Easy Rider (1969),Adventure|Drama
1392,1673,3.769503546099291,Boogie Nights (1997),Drama
2995,3526,3.7694204685573367,Parenthood (1989),Comedy|Drama
494,531,3.769230769230769,The Secret Garden (1993),Children's|Drama
2356,2776,3.769230769230769,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary
2801,3289,3.769230769230769,Not One Less (Yi ge dou bu neng shao) (1999),Drama
2016,2401,3.769230769230769,Pale Rider (1985),Western
1314,1584,3.768451519536903,Contact (1997),Drama|Sci-Fi
2848,3357,3.766990291262136,East-West (Est-ouest) (1999),Drama|Romance
2987,3516,3.7665198237885464,"Bell, Book and Candle (1958)",Comedy|Romance
634,728,3.7649769585253456,Cold Comfort Farm (1995),Comedy
73,77,3.764705882352941,Nico Icon (1995),Documentary
2473,2904,3.764705882352941,Rain (1932),Drama
2302,2721,3.764705882352941,Trick (1999),Romance
2624,3071,3.764525993883792,Stand and Deliver (1987),Drama
444,480,3.7638473053892216,Jurassic Park (1993),Action|Adventure|Sci-Fi
3253,3816,3.763157894736842,"Official Story, The (La Historia Oficial) (1985)",Drama
1723,2076,3.7629969418960245,Blue Velvet (1986),Drama|Mystery
2584,3028,3.762589928057554,The Taming of the Shrew (1967),Comedy
1547,1893,3.761904761904762,Beyond Silence (1996),Drama
3000,3532,3.761904761904762,Freedom for Us (À nous la liberté ) (1931),Comedy
1402,1683,3.761467889908257,The Wings of the Dove (1997),Drama|Romance|Thriller
2241,2654,3.7611940298507465,The Wolf Man (1941),Horror
502,539,3.760649087221095,Sleepless in Seattle (1993),Comedy|Romance
1529,1873,3.7606177606177607,"Misérables, Les (1998)",Drama
2282,2700,3.760441292356186,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
2829,3330,3.759259259259259,Splendor in the Grass (1961),Drama
1168,1393,3.7590539541759056,Jerry Maguire (1996),Drama|Romance
276,300,3.7588652482269502,Quiz Show (1994),Drama
2981,3510,3.7588306942752743,Frequency (2000),Drama|Thriller
229,249,3.7586206896551726,Immortal Beloved (1994),Drama|Romance
3259,3822,3.757142857142857,"Girl on the Bridge, The (La Fille sur le Pont) (1999)",Drama|Romance
1728,2081,3.756521739130435,The Little Mermaid (1989),Animation|Children's|Comedy|Musical|Romance
1561,1910,3.7560975609756095,I Went Down (1997),Action|Comedy|Crime
2650,3100,3.756019261637239,A River Runs Through It (1992),Drama
176,194,3.755868544600939,Smoke (1995),Drama
856,1022,3.755632582322357,Cinderella (1950),Animation|Children's|Musical
3124,3678,3.7555555555555555,The Man with the Golden Arm (1955),Drama
3067,3613,3.75531914893617,Things Change (1988),Comedy
2868,3386,3.755291005291005,JFK (1991),Drama|Mystery
741,897,3.7551020408163267,For Whom the Bell Tolls (1943),Adventure|War
296,321,3.7540983606557377,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
792,948,3.753846153846154,Giant (1956),Drama
2888,3406,3.7523809523809524,Captain Horatio Hornblower (1951),Action|Adventure|War
1102,1321,3.7522768670309654,An American Werewolf in London (1981),Horror
2006,2391,3.751677852348993,A Simple Plan (1998),Crime|Thriller
549,596,3.751004016064257,Pinocchio (1940),Animation|Children's
1507,1845,3.750830564784053,Zero Effect (1998),Comedy|Thriller
1775,2129,3.75,The Saltmen of Tibet (1997),Documentary
2966,3495,3.75,Roadside Prophets (1992),Comedy|Drama
818,974,3.75,Algiers (1938),Drama|Romance
948,1144,3.75,The Line King: Al Hirschfeld (1996),Documentary
2773,3256,3.75,Patriot Games (1992),Action|Thriller
3356,3932,3.75,The Invisible Man (1933),Horror|Sci-Fi
92,97,3.75,"Hate (Haine, La) (1995)",Drama
781,937,3.75,Love in the Afternoon (1957),Comedy|Romance
3191,3747,3.75,Jesus' Son (1999),Drama
173,190,3.75,Safe (1995),Thriller
3004,3536,3.7484662576687118,Keeping the Faith (2000),Comedy|Romance
2527,2967,3.748031496062992,The Bad Seed (1956),Drama|Thriller
1870,2243,3.747782002534854,Broadcast News (1987),Comedy|Drama|Romance
1067,1279,3.747422680412371,Night on Earth (1991),Comedy|Drama
2306,2725,3.7473684210526317,Twin Falls Idaho (1999),Drama
2517,2952,3.747311827956989,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller
2489,2922,3.7468879668049793,Hang 'em High (1967),Western
3195,3753,3.7451612903225806,The Patriot (2000),Action|Drama|War
2835,3339,3.744186046511628,Cross of Iron (1977),War
331,357,3.7437145174371453,Four Weddings and a Funeral (1994),Comedy|Romance
1756,2109,3.743455497382199,The Jerk (1979),Comedy
2590,3034,3.7434402332361514,Robin Hood (1973),Animation|Children's
447,483,3.7432432432432434,King of the Hill (1993),Drama
1559,1907,3.742857142857143,Mulan (1998),Animation|Children's
1866,2239,3.7422680412371134,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2503,2938,3.7419354838709675,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),Drama
803,959,3.7413793103448274,Of Human Bondage (1934),Drama
3158,3713,3.7411764705882353,The Long Walk Home (1990),Drama
47,49,3.740740740740741,When Night Is Falling (1995),Drama|Romance
1722,2075,3.740740740740741,Mephisto (1981),Drama|War
936,1124,3.740740740740741,On Golden Pond (1981),Drama
1310,1580,3.739952718676123,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1167,1392,3.73972602739726,Citizen Ruth (1996),Comedy|Drama
1430,1725,3.739130434782609,The Education of Little Tree (1997),Drama
1667,2018,3.738539898132428,Bambi (1942),Animation|Children's
1437,1732,3.7383773928896993,The Big Lebowski (1998),Comedy|Crime|Mystery|Thriller
2256,2669,3.7383177570093458,Pork Chop Hill (1959),War
2424,2852,3.7378048780487805,A Soldier's Story (1984),Drama
2965,3494,3.7375,True Grit (1969),Adventure|Western
2879,3397,3.7374301675977653,The Great Muppet Caper (1981),Children's|Comedy
708,846,3.736842105263158,Flirt (1995),Drama
1963,2347,3.736842105263158,The Pope of Greenwich Village (1984),Action
964,1171,3.7349397590361444,Bob Roberts (1992),Comedy
2926,3448,3.733826247689464,"Good Morning, Vietnam (1987)",Comedy|Drama|War
2797,3284,3.7333333333333334,They Might Be Giants (1971),Comedy|Romance
2540,2981,3.7333333333333334,"Brother, Can You Spare a Dime? (1975)",Documentary
955,1154,3.7333333333333334,T-Men (1947),Film-Noir
1777,2131,3.7333333333333334,Autumn Sonata (Höstsonaten ) (1978),Drama
916,1094,3.7314890154597236,The Crying Game (1992),Drama|Romance|War
1306,1572,3.730769230769231,Contempt (Le Mépris) (1963),Drama
1586,1937,3.7301587301587302,Going My Way (1944),Comedy
2777,3260,3.7291666666666665,Howards End (1992),Drama
2280,2697,3.7291666666666665,My Son the Fanatic (1998),Comedy|Drama|Romance
3167,3723,3.7286245353159853,Hamlet (1990),Drama
1171,1396,3.7277726856095326,Sneakers (1992),Crime|Drama|Sci-Fi
1959,2342,3.727272727272727,Hard Core Logo (1996),Comedy
935,1123,3.727272727272727,A Perfect Candidate (1996),Documentary
1435,1730,3.727272727272727,Kundun (1997),Drama
1796,2150,3.726618705035971,The Gods Must Be Crazy (1980),Comedy
138,154,3.7261904761904763,Belle de jour (1967),Drama
323,349,3.7261567516525025,Clear and Present Danger (1994),Action|Adventure|Thriller
1412,1694,3.7261146496815285,The Apostle (1997),Drama
251,272,3.7258485639686683,The Madness of King George (1994),Drama
2566,3008,3.7254901960784315,Last Night (1998),Thriller
89,94,3.7252747252747254,Beautiful Girls (1996),Drama
1403,1684,3.7241379310344827,Mrs. Dalloway (1997),Romance
145,161,3.723684210526316,Crimson Tide (1995),Drama|Thriller|War
3360,3936,3.7232142857142856,The Phantom of the Opera (1943),Drama|Thriller
637,733,3.723134328358209,The Rock (1996),Action|Adventure|Thriller
962,1169,3.7222222222222223,American Dream (1990),Documentary
2925,3447,3.7222222222222223,The Good Earth (1937),Drama
3012,3546,3.7219730941704037,What Ever Happened to Baby Jane? (1962),Drama|Thriller
2959,3487,3.7205882352941178,"Dorado, El (1967)",Western
3266,3831,3.7204301075268815,Saving Grace (2000),Comedy
591,659,3.72,Purple Noon (1960),Crime|Thriller
1764,2117,3.7194244604316546,Nineteen Eighty-Four (1984),Drama|Sci-Fi
456,492,3.719402985074627,Manhattan Murder Mystery (1993),Comedy|Mystery
1411,1693,3.717948717948718,Amistad (1997),Drama
3168,3724,3.717948717948718,Coming Home (1978),Drama|War
513,551,3.717871485943775,The Nightmare Before Christmas (1993),Children's|Comedy|Musical
258,279,3.717391304347826,My Family (1995),Drama
1898,2276,3.7142857142857144,A Soldier's Daughter Never Cries (1998),Drama
2679,3133,3.7142857142857144,Go West (1925),Comedy
1834,2189,3.7142857142857144,I Married A Strange Person (1997),Animation
2188,2593,3.7142857142857144,"Monster, The (Il Mostro) (1994)",Comedy
570,621,3.7142857142857144,My Favorite Season (1993),Drama
1772,2125,3.7139423076923075,Ever After: A Cinderella Story (1998),Drama|Romance
2899,3420,3.71356783919598,...And Justice for All (1979),Drama|Thriller
2769,3252,3.7135135135135133,Scent of a Woman (1992),Drama
1631,1982,3.7134387351778657,Halloween (1978),Horror
297,322,3.712918660287081,Swimming with Sharks (1995),Comedy|Drama
2608,3052,3.7128412537917086,Dogma (1999),Comedy
2137,2529,3.712564543889845,Planet of the Apes (1968),Action|Sci-Fi
3344,3920,3.712121212121212,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Drama|Fantasy
2722,3181,3.7116564417177913,Titus (1999),Drama
1373,1653,3.711234911792015,Gattaca (1997),Drama|Sci-Fi|Thriller
1790,2144,3.710709318497914,Sixteen Candles (1984),Comedy
1266,1517,3.7103734439834026,Austin Powers: International Man of Mystery (1997),Comedy
1743,2096,3.710371819960861,Sleeping Beauty (1959),Animation|Children's|Musical
2287,2706,3.7098632109431247,American Pie (1999),Comedy
2629,3076,3.7096774193548385,Irma la Douce (1963),Comedy
3171,3727,3.7094594594594597,Near Dark (1987),Comedy|Horror
1136,1356,3.7091603053435116,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
2861,3371,3.7083333333333335,Bound for Glory (1976),Drama
1085,1297,3.7081447963800906,Real Genius (1985),Comedy
1755,2108,3.7066666666666666,L.A. Story (1991),Comedy|Romance
2523,2963,3.7058823529411766,Joe the King (1999),Crime|Drama
2552,2993,3.7054455445544554,Thunderball (1965),Action
785,941,3.704761904761905,The Mark of Zorro (1940),Adventure
846,1012,3.7043189368770766,Old Yeller (1957),Children's|Drama
2707,3163,3.7039473684210527,Topsy-Turvy (1999),Drama
1853,2210,3.7037037037037037,Sabotage (1936),Thriller
2727,3188,3.7037037037037037,The Life and Times of Hank Greenberg (1998),Documentary
853,1019,3.7026086956521738,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
1765,2118,3.7024793388429753,The Dead Zone (1983),Horror|Thriller
1239,1484,3.7016129032258065,The Daytrippers (1996),Mystery
2676,3129,3.701388888888889,Sweet and Lowdown (1999),Comedy|Drama
904,1082,3.7012987012987013,The Candidate (1972),Drama
2619,3066,3.7010309278350517,Tora! Tora! Tora! (1970),War
2795,3282,3.7,Different for Girls (1996),Comedy
2273,2690,3.7,An Ideal Husband (1999),Comedy
363,389,3.7,"Colonel Chabert, Le (1994)",Drama|Romance|War
2661,3111,3.699530516431925,Places in the Heart (1984),Drama
322,348,3.698901098901099,Bullets Over Broadway (1994),Comedy
2330,2750,3.6982456140350877,Radio Days (1987),Comedy|Drama
866,1032,3.697142857142857,Alice in Wonderland (1951),Animation|Children's|Musical
2643,3093,3.6971153846153846,McCabe & Mrs. Miller (1971),Drama|Western
3286,3852,3.6971153846153846,The Tao of Steve (2000),Comedy
79,83,3.696969696969697,Once Upon a Time... When We Were Colored (1995),Drama
2688,3143,3.696969696969697,Hell in the Pacific (1968),Drama|War
1938,2321,3.6968911917098444,Pleasantville (1998),Comedy
215,235,3.696871628910464,Ed Wood (1994),Comedy|Drama
59,62,3.6968576709796674,Mr. Holland's Opus (1995),Drama
2429,2857,3.6967418546365916,Yellow Submarine (1968),Animation|Musical
3060,3604,3.69672131147541,Gypsy (1962),Musical
739,893,3.6956521739130435,Mother Night (1996),Drama
2762,3244,3.6956521739130435,The Goodbye Girl (1977),Comedy|Romance
1600,1951,3.6948356807511735,Oliver! (1968),Musical
2209,2620,3.6944444444444446,This Is My Father (1998),Drama|Romance
2528,2968,3.6940594059405942,Time Bandits (1981),Adventure|Fantasy|Sci-Fi
405,441,3.6936236391912907,Dazed and Confused (1993),Comedy
1540,1885,3.692434210526316,The Opposite of Sex (1998),Comedy|Drama
467,503,3.6923076923076925,The New Age (1994),Drama
1485,1811,3.6923076923076925,"Niagara, Niagara (1997)",Drama
2279,2696,3.691358024691358,"Dinner Game, The (Le Dîner de cons) (1998)",Comedy
396,431,3.6910569105691056,Carlito's Way (1993),Crime|Drama
2005,2390,3.690909090909091,Little Voice (1998),Comedy
3128,3682,3.6904761904761907,Magnum Force (1973),Western
1434,1729,3.6892265193370166,Jackie Brown (1997),Crime|Drama
2021,2406,3.6892193308550185,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1817,2171,3.688775510204082,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
2438,2866,3.6884422110552766,The Buddy Holly Story (1978),Drama
863,1029,3.688380281690141,Dumbo (1941),Animation|Children's|Musical
1761,2114,3.6875,The Outsiders (1983),Drama
285,309,3.6875,"Red Firecracker, Green Firecracker (1994)",Drama
1413,1695,3.6875,Artemisia (1997),Drama
2784,3267,3.6873706004140785,"Mariachi, El (1992)",Action|Thriller
1969,2353,3.687246963562753,Enemy of the State (1998),Action|Thriller
922,1101,3.6861386138613863,Top Gun (1986),Action|Romance
895,1068,3.6857142857142855,Crossfire (1947),Crime|Film-Noir
1643,1994,3.6842767295597483,Poltergeist (1982),Horror|Thriller
680,803,3.6842105263157894,Walking and Talking (1996),Romance
2324,2744,3.6842105263157894,Otello (1986),Drama
939,1127,3.6839650145772596,The Abyss (1989),Action|Adventure|Sci-Fi|Thriller
2695,3150,3.683333333333333,The War Zone (1999),Drama
3038,3576,3.683098591549296,The Hidden (1987),Action|Horror|Sci-Fi
1614,1965,3.6830892143808254,Repo Man (1984),Comedy|Sci-Fi
2483,2916,3.682364729458918,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2849,3358,3.681614349775785,Defending Your Life (1991),Comedy|Romance
3301,3868,3.680635838150289,The Naked Gun: From the Files of Police Squad! (1988),Comedy
2983,3512,3.6806167400881056,Return to Me (2000),Drama|Romance
2897,3418,3.6803105151729003,Thelma & Louise (1991),Action|Drama
601,671,3.6798245614035086,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
2546,2987,3.6798221234018897,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
2772,3255,3.6797088262056414,A League of Their Own (1992),Comedy|Drama
2479,2912,3.679324894514768,The Limey (1999),Action|Crime|Drama
821,982,3.6790123456790123,Picnic (1955),Drama
538,583,3.6785714285714284,Dear Diary (Caro Diario) (1994),Comedy|Drama
2738,3203,3.6780684104627768,Dead Calm (1989),Thriller
316,342,3.6776061776061777,Muriel's Wedding (1994),Comedy|Romance
1762,2115,3.676131322094055,Indiana Jones and the Temple of Doom (1984),Action|Adventure
761,917,3.675324675324675,The Little Princess (1939),Children's|Drama
473,509,3.674342105263158,The Piano (1993),Drama|Romance
3148,3703,3.6740812379110253,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
2953,3479,3.6734317343173433,Ladyhawke (1985),Adventure|Fantasy|Romance
812,968,3.6713286713286712,Night of the Living Dead (1968),Horror|Sci-Fi
1678,2029,3.6710526315789473,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
1123,1343,3.671033478893741,Cape Fear (1991),Thriller
188,206,3.6707317073170733,Unzipped (1995),Documentary
2651,3101,3.669576059850374,Fatal Attraction (1987),Thriller
3306,3873,3.6678571428571427,Cat Ballou (1965),Comedy|Western
3116,3670,3.6666666666666665,The Story of G.I. Joe (1945),War
3374,3950,3.6666666666666665,Tigerland (2000),Drama
368,394,3.6666666666666665,Coldblooded (1995),Action
86,90,3.6666666666666665,The Journey of August King (1995),Drama
1279,1534,3.6666666666666665,"Bonheur, Le (1965)",Drama
712,850,3.6666666666666665,Cyclo (1995),Crime|Drama
2814,3309,3.6666666666666665,A Dog's Life (1920),Comedy
2612,3056,3.6666666666666665,Oxygen (1999),Thriller
3289,3855,3.6666666666666665,"Affair of Love, An (Une Liaison Pornographique) (1999)",Drama|Romance
2760,3241,3.6666666666666665,"Cup, The (Phörpa) (1999)",Comedy
1260,1509,3.6666666666666665,All Over Me (1997),Drama
1720,2073,3.6666666666666665,Fandango (1985),Comedy
2755,3230,3.6666666666666665,The Odessa File (1974),Thriller
3103,3657,3.6666666666666665,Pandora and the Flying Dutchman (1951),Drama
3024,3559,3.6666666666666665,Limelight (1952),Drama
3165,3720,3.6666666666666665,Sunshine (1999),Drama
2407,2833,3.6666666666666665,Lucie Aubrac (1997),Romance|War
615,702,3.6666666666666665,Faces (1968),Drama
2936,3461,3.6657223796033995,Lord of the Flies (1963),Adventure|Drama|Thriller
2270,2687,3.665158371040724,Tarzan (1999),Animation|Children's
3006,3538,3.664772727272727,East is East (1999),Comedy
275,299,3.664335664335664,Priest (1994),Drama
3147,3702,3.6641651031894935,Mad Max (1979),Action|Sci-Fi
1823,2178,3.663157894736842,Frenzy (1972),Thriller
2258,2671,3.6628205128205127,Notting Hill (1999),Comedy|Romance
413,449,3.6619718309859155,Fear of a Black Hat (1993),Comedy
2739,3204,3.661764705882353,The Boys from Brazil (1978),Thriller
1358,1633,3.661654135338346,Ulee's Gold (1997),Drama
1734,2087,3.65993265993266,Peter Pan (1953),Animation|Children's|Fantasy|Musical
978,1187,3.6598639455782314,Passion Fish (1992),Drama
487,523,3.658119658119658,Ruby in Paradise (1993),Drama
778,934,3.6578947368421053,Father of the Bride (1950),Comedy
596,665,3.657142857142857,Underground (1995),War
1152,1376,3.6563055062166963,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1981,2366,3.6560846560846563,King Kong (1933),Action|Adventure|Horror
2783,3266,3.655844155844156,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama
65,69,3.6551724137931036,Friday (1995),Comedy
2391,2813,3.6551724137931036,The Source (1999),Documentary
1006,1216,3.6551724137931036,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
3077,3624,3.6548672566371683,Shanghai Noon (2000),Action
1265,1516,3.6538461538461537,Children of the Revolution (1996),Comedy
2996,3527,3.653816499614495,Predator (1987),Action|Sci-Fi|Thriller
1608,1959,3.6533546325878596,Out of Africa (1985),Drama|Romance
2210,2621,3.652173913043478,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance
3104,3658,3.652173913043478,Quatermass and the Pit (1967),Sci-Fi
1786,2140,3.652112676056338,The Dark Crystal (1982),Children's|Fantasy|Sci-Fi
2631,3078,3.6516129032258067,Liberty Heights (1999),Drama
24,25,3.6510204081632653,Leaving Las Vegas (1995),Drama|Romance
2859,3368,3.6507936507936507,The Big Country (1958),Romance|Western
1172,1397,3.6507936507936507,Bastard Out of Carolina (1996),Drama
3288,3854,3.65,Aimée & Jaguar (1999),Drama|Romance
1454,1758,3.65,Dangerous Beauty (1998),Drama
241,261,3.6491228070175437,Little Women (1994),Drama
29,30,3.6486486486486487,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama
260,281,3.648068669527897,Nobody's Fool (1994),Drama
2052,2437,3.6470588235294117,Wilde (1997),Drama
567,617,3.6470588235294117,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama
1615,1966,3.6464646464646466,Metropolitan (1990),Comedy
719,862,3.6451612903225805,Manny & Lo (1996),Drama
868,1034,3.6449704142011834,Freeway (1996),Crime
745,901,3.6436781609195403,Funny Face (1957),Comedy|Musical
2652,3102,3.6434426229508197,Jagged Edge (1985),Thriller
2728,3189,3.6433333333333335,My Dog Skip (1999),Comedy
1552,1898,3.642857142857143,The Land Girls (1998),Drama|War
2343,2763,3.6418732782369148,The Thomas Crown Affair (1999),Action|Thriller
550,597,3.641491395793499,Pretty Woman (1990),Comedy|Romance
1086,1298,3.640826873385013,Pink Floyd - The Wall (1982),Drama|Musical|War
1274,1527,3.6405228758169934,The Fifth Element (1997),Action|Sci-Fi
49,52,3.640371229698376,Mighty Aphrodite (1995),Comedy
2482,2915,3.6396713615023475,Risky Business (1983),Comedy
362,388,3.6391752577319587,Boys Life (1995),Drama
2547,2988,3.638888888888889,Melvin and Howard (1980),Drama
1616,1967,3.637184115523466,Labyrinth (1986),Adventure|Children's|Fantasy
1276,1531,3.6363636363636362,Losing Chase (1996),Drama
2702,3158,3.6363636363636362,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
3372,3948,3.6357308584686776,Meet the Parents (2000),Comedy
1021,1232,3.6346153846153846,Stalker (1979),Mystery|Sci-Fi
68,72,3.6344086021505375,Kicking and Screaming (1995),Comedy|Drama
354,380,3.6342857142857143,True Lies (1994),Action|Adventure|Comedy|Romance
563,613,3.6341463414634148,Jane Eyre (1996),Drama|Romance
779,935,3.6338028169014085,The Band Wagon (1953),Comedy|Musical
2049,2434,3.6333333333333333,Down in the Delta (1998),Drama
3066,3612,3.6333333333333333,The Slipper and the Rose (1976),Adventure|Musical|Romance
110,117,3.632911392405063,The Young Poisoner's Handbook (1995),Crime
2710,3167,3.6325301204819276,Carnal Knowledge (1971),Drama
2678,3132,3.6315789473684212,Daddy Long Legs (1919),Comedy
3022,3556,3.6310975609756095,The Virgin Suicides (1999),Comedy|Drama
3057,3599,3.6310679611650487,Anchors Aweigh (1945),Comedy|Musical
435,471,3.631051752921536,The Hudsucker Proxy (1994),Comedy|Romance
3090,3639,3.629067245119306,The Man with the Golden Gun (1974),Action
2658,3108,3.6264550264550266,The Fisher King (1991),Comedy|Drama|Romance
2414,2841,3.6262833675564683,Stir of Echoes (1999),Thriller
2954,3480,3.6258064516129034,Lucas (1986),Drama
371,406,3.625,Federal Hill (1994),Drama
520,560,3.625,"The Beans of Egypt, Maine (1994)",Drama
860,1026,3.625,So Dear to My Heart (1949),Children's|Drama
715,854,3.625,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama
20,21,3.6238938053097347,Get Shorty (1995),Action|Comedy|Drama
1130,1350,3.6234718826405867,The Omen (1976),Horror
578,635,3.6233766233766236,A Family Thing (1996),Comedy|Drama
37,39,3.6233480176211454,Clueless (1995),Comedy|Romance
2724,3183,3.6222222222222222,The Third Miracle (1999),Drama
1344,1615,3.6211453744493394,The Edge (1997),Adventure|Thriller
2040,2425,3.6206896551724137,The General (1998),Crime
782,938,3.620320855614973,Gigi (1958),Musical
2358,2779,3.6202898550724636,Heaven Can Wait (1978),Comedy
2792,3275,3.619565217391304,The Boondock Saints (1999),Action|Comedy
2190,2596,3.618705035971223,SLC Punk! (1998),Comedy|Drama
903,1081,3.6175115207373274,Victor/Victoria (1982),Comedy|Musical
2697,3153,3.616279069767442,The 7th Voyage of Sinbad (1958),Action|Adventure|Fantasy
488,524,3.615546218487395,Rudy (1993),Drama
521,561,3.6153846153846154,Killer (Bulletproof Heart) (1994),Thriller
625,715,3.6153846153846154,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
2506,2941,3.6142857142857143,South Pacific (1958),Musical|Romance|War
977,1186,3.613879003558719,"Sex, Lies, and Videotape (1989)",Drama
213,233,3.6127659574468085,Exotica (1994),Drama
187,205,3.611764705882353,Unstrung Heroes (1995),Comedy|Drama
2053,2439,3.611111111111111,Affliction (1997),Drama
3096,3645,3.611111111111111,Cleo From 5 to 7 (Cléo de 5 à 7) (1962),Drama
992,1202,3.611111111111111,Withnail and I (1987),Comedy
859,1025,3.6109215017064846,The Sword in the Stone (1963),Animation|Children's
1965,2349,3.6107784431137726,Mona Lisa (1986),Comedy|Thriller
2568,3011,3.610738255033557,"They Shoot Horses, Don't They? (1969)",Drama
974,1183,3.609706774519717,The English Patient (1996),Drama|Romance|War
390,425,3.6095238095238096,Blue Sky (1994),Drama|Romance
1863,2236,3.608910891089109,Simon Birch (1998),Drama
1860,2231,3.608695652173913,Rounders (1998),Crime|Drama
2182,2583,3.608510638297872,Cookie's Fortune (1999),Mystery
1705,2058,3.6082603254067585,The Negotiator (1998),Action|Thriller
1607,1958,3.607547169811321,Terms of Endearment (1983),Comedy|Drama
457,493,3.6073825503355703,Menace II Society (1993),Action|Crime|Drama
1730,2083,3.6068702290076335,The Muppet Christmas Carol (1992),Children's|Musical
465,501,3.606382978723404,Naked (1993),Drama
3086,3635,3.6057494866529773,The Spy Who Loved Me (1977),Action
1807,2161,3.6051502145922747,The NeverEnding Story (1984),Adventure|Children's|Fantasy
1125,1345,3.6049382716049383,Carrie (1976),Horror
2266,2681,3.604651162790698,Free Enterprise (1998),Comedy|Romance|Sci-Fi
823,986,3.603448275862069,Fly Away Home (1996),Adventure|Children's
572,627,3.603305785123967,The Last Supper (1995),Drama|Thriller
1094,1306,3.6029411764705883,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
796,952,3.6022304832713754,Around the World in 80 Days (1956),Adventure|Comedy
2105,2495,3.6020408163265305,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi
1746,2099,3.6018099547511313,Song of the South (1946),Adventure|Animation|Children's|Musical
545,592,3.6009783368273935,Batman (1989),Action|Adventure|Crime|Drama
2770,3253,3.600892857142857,Wayne's World (1992),Comedy
412,448,3.6008771929824563,Fearless (1993),Drama
583,645,3.6,Nelly & Monsieur Arnaud (1995),Drama
2344,2764,3.6,The Thomas Crown Affair (1968),Crime|Drama|Thriller
2567,3010,3.6,Rosetta (1999),Drama
577,633,3.6,Denise Calls Up (1995),Comedy
2093,2481,3.6,My Name Is Joe (1998),Drama|Romance
3083,3632,3.6,Monsieur Verdoux (1947),Comedy
1298,1563,3.6,Dream With the Fishes (1997),Drama
717,860,3.6,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
1712,2065,3.5991649269311066,The Purple Rose of Cairo (1985),Comedy|Drama|Romance
1829,2184,3.598639455782313,The Trouble with Harry (1955),Mystery|Thriller
2171,2570,3.5980392156862746,A Walk on the Moon (1999),Drama|Romance
1732,2085,3.5964601769911506,101 Dalmatians (1961),Animation|Children's
